ticker,name,price,marketcap,volume,volumeavg,priceopen,low,high,close,change,changepct,closeyest,date,high52,low52,beta,shares,pe,eps,sector,industry,description,exchange,ceo,country,ipodate,isEtf,isFund,isActive,web_url,image,currency,employees,city,state,phone,address,dividend_yield,fetched_at
XRT,State Street SPDR S&P Retail ETF,79.75,205956352,8683300,5541941,80.01,78.89,80.22,79.75,-0.9500000000000028,-1.1772,80.7,2026-05-13,91.65,73.87,1.37,12100200,16.909857,,,,"In seeking to track the performance of the S&P Retail Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the retail segment of the S&P Total Market Index (""S&P TMI"").",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.81,2026-05-13T22:58:54
GOOG,Alphabet Inc.,399.04,4834546679808,18029011,19443788,381.905,381.58,399.93,399.04,15.220000000000027,3.9654,383.82,2026-05-13,399.93,160.93,1.267,5456000000,30.39147,13.13,Communication Services,Internet Content & Information,"Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, including ads, Android, Chrome, devices, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in Google Play and YouTube; and devices, as well as the provision of YouTube consumer subscription services, such as YouTube TV, YouTube Music and Premium, NFL Sunday Ticket, and Google One. The Google Cloud segment offers consumption-based fees and subscriptions for AI solutions, including AI infrastructure, Vertex AI platform, and Gemini enterprise. It also provides cybersecurity, and data and analytics services; Google Workspace that include cloud-based communication and collaboration tools for ente",NMS,Mr. Sundar  Pichai,United States,,FALSE,FALSE,TRUE,https://abc.xyz,,USD,194668,Mountain View,CA,650-253-0000,1600 Amphitheatre Parkway,0.23,2026-05-13T22:58:54
DJT,Trump Media & Technology Group Corp.,8.95,2478736640,6033460,3620986,8.78,8.56,9.12,8.95,0.21999999999999886,2.52,8.73,2026-05-13,27.78,8.305,4.183,276953828,,-4.13,Communication Services,Internet Content & Information,"Trump Media & Technology Group Corp. engages in social media and streaming services in the United States. It operates Truth Social, a social media platform for free expression; and Truth+, a streaming platform focusing on family-friendly live TV channels and on-demand content. The company also offers Truth.Fi, a financial service and FinTech brand that incorporates America First investment vehicles; and a digital asset strategy including a bitcoin treasury. Trump Media & Technology Group Corp. was founded in 2021 and is headquartered in Sarasota, Florida.",NGM,Mr. Kevin J. McGurn,United States,,FALSE,FALSE,TRUE,https://tmtgcorp.com,,USD,31,Sarasota,FL,941 735 7346,401 N. Cattlemen Rd.,0.0,2026-05-13T22:58:54
FTSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,Apple Inc.,298.87,4389609930752,45300552,43599940,293.63,293.56,300.92,298.87,4.069999999999993,1.3806,294.8,2026-05-13,300.92,193.46,1.065,14687356000,36.226665,8.25,Technology,Consumer Electronics,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple Vision Pro, Apple TV, Apple Watch, Beats products, and HomePod, as well as Apple branded and third-party accessories. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listenin",NMS,Mr. Timothy D. Cook,United States,,FALSE,FALSE,TRUE,https://www.apple.com,,USD,166000,Cupertino,CA,(408) 996-1010,One Apple Park Way,0.37,2026-05-13T22:58:54
OPY,Oppenheimer Holdings Inc.,94.34,1010193152,40036,64758,94.97,93.0,95.57,94.34,-0.5499999999999972,-0.5796,94.89,2026-05-13,118.77,61.26,1.178,10608340,11.244338,8.39,Financial Services,Capital Markets,"Oppenheimer Holdings Inc. operates as a middle-market investment bank and full-service broker-dealer. It provides brokerage services covering corporate equity and debt securities, money market instruments, exchange-traded options, municipal bonds, mutual funds, exchange-traded funds, certain precious metals, and unit investment trusts; financial and wealth planning services; and margin lending services. The company also offers asset management services, including separately managed accounts, mutual fund managed accounts, discretionary portfolio management programs, non-discretionary investment advisory and consultation services, alternative investments, portfolio enhancement programs, and institutional taxable fixed income portfolio management strategies and solutions, as well as taxable and non-taxable fixed income portfolios and strategies. In addition, it provides investment banking services, such as strategic advisory services and capital markets products; merger and acquisition, e",NYQ,Mr. Robert Steven Lowenthal,United States,,FALSE,FALSE,TRUE,https://www.oppenheimer.com,,USD,2958,New York,NY,212 668 8000,85 Broad Street,0.84,2026-05-13T22:58:54
MCHB,Mechanics Bancorp,14.26,3157179648,445978,434005,14.35,14.25,14.475,14.26,-0.23000000000000043,-1.5873,14.49,2026-05-13,16.03,11.81,0.17,220286632,11.883333,1.2,Financial Services,Banks - Regional,"Mechanics Bancorp operates as the holding company for Mechanics Bank that provides banking services in California, Oregon, Washington, and Hawaii.It offers various checking and savings accounts, retirement accounts, money market accounts, time certificates of deposit, and safe deposit boxes. The company also provides home loans, auto loans, term loans and lines of credit, owner occupied real estate lending services, small business lending loans, multi-family lending services; mortgage and consumer lending loans; commercial real estate loans; residential construction loans; private banking, such as loan program, personal lines of credit and investment management and trust lines of credit. In addition, it offers unsecured consumer installment loans and personal reserve accounts; automated bill payments, remote and mobile deposit capture, automated clearing house origination, wire transfer, lockbox, payee positive pay, and direct deposit; digital banking. Further, the company provides rea",NMS,Mr. C. J. Johnson,United States,,FALSE,FALSE,TRUE,https://www.mechanicsbank.com,,USD,1890,Walnut Creek,CA,925 482 8000,1111 Civic Drive,11.04,2026-05-13T22:58:54
ORCL,Oracle Corporation,189.76,545758478336,15509370,28200501,189.03,185.06,191.57,189.76,2.9299999999999784,1.5683,186.83,2026-05-13,345.72,134.57,1.544,2876046000,34.068222,5.57,Technology,Software - Infrastructure,"Oracle Corporation offers products and services that address enterprise information technology environments worldwide. Its Oracle cloud software as a service offering include various cloud software applications, including Oracle Fusion cloud enterprise resource planning ERP, Oracle Fusion cloud enterprise performance management EPM, Oracle Fusion cloud supply chain and manufacturing management SCM, Oracle Fusion cloud human capital management HCM, and NetSuite applications suite, Oracle Health applications, as well as Oracle Fusion Sales, Service, and Marketing. The company also offers cloud-based industry solutions for various industries; Oracle cloud license and on-premise license; and Oracle license support services. In addition, it provides cloud and license business' infrastructure technologies, such as the Oracle Database and MySQL Database; Java, a software development language; and middleware, including development tools and others. The company's cloud and license business' inf",NYQ,Mr. Michael D. Sicilia,United States,,FALSE,FALSE,TRUE,https://www.oracle.com,,USD,162000,Austin,TX,(737) 867-1000,2300 Oracle Way,1.07,2026-05-13T22:58:54
PYPL,"PayPal Holdings, Inc.",45.23,39897628672,15628479,19197040,44.99,44.585,45.74,45.23,-0.21000000000000085,-0.4621,45.44,2026-05-13,79.5,38.46,1.395,882105493,8.485929,5.33,Financial Services,Credit Services,"PayPal Holdings, Inc. operates a technology platform that enables digital payments for merchants and consumers worldwide. The company operates a two-sided network at scale that connects merchants and consumers that enables its customers to connect, transact, and send and receive payments through online and in person, as well as transfer and withdraw funds using various funding sources, such as bank accounts, PayPal or Venmo account balance, consumer credit and debit products, credit and debit cards, and cryptocurrencies, as well as other stored value products, including gift cards and eligible rewards. It provides payment solutions under the PayPal, PayPal Credit, Braintree, Venmo, Xoom, Hyperwallet, Honey, and Paidy names. The company was founded in 1998 and is headquartered in San Jose, California.",NMS,,United States,,FALSE,FALSE,TRUE,https://www.paypal.com,,USD,23800,San Jose,CA,408 967 7000,2211 North First Street,1.23,2026-05-13T22:58:54
ZSL,ProShares UltraShort Silver,15.39,145425616,11902112,10442307,15.7,14.755,15.86,15.39,-0.41000000000000014,-2.5949,15.8,2026-05-13,330.0,14.4,-1.19,,,,,,"The fund seeks to meet its investment objective by investing under normal market conditions in any one of, or combinations of, Financial Instruments (including swap agreements, futures contracts and forward contracts) based on the fund’s benchmark.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,240-497-6400,,0.0,2026-05-13T22:58:54
OILD,MicroSectorsTM Oil & Gas Exploration & Production -3X Inverse Leveraged ETNs,42.27,18786054,51538,101435,42.2,41.88,43.49,42.27,0.0800000000000054,0.1896,42.19,2026-05-13,162.4,33.26,-0.4,,21.838764,,,,,PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.0,2026-05-13T22:58:54
SPYU,MAX S&P 500 4X Leveraged ETN,33.89,482120640,651995,1840555,33.21,32.7,34.18,33.89,0.6700000000000017,2.0169,33.22,2026-05-13,34.18,16.68,0.0,,,,,,"The notes are intended to be daily trading tools for sophisticated investors to manage daily trading risks as part of an overall diversified portfolio. They are designed to achieve their stated investment objectives on a daily basis. The notes are designed to reflect a 4x leveraged long exposure to the performance of the index on a daily basis (as described below), before taking into account the negative effect of the Daily Investor Fee, the Daily Financing Charge and the Redemption Fee Amount, if applicable.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.0,2026-05-13T22:58:54
UPLD,"Upland Software, Inc.",0.6892,20237116,436956,375398,0.7539,0.6758,0.7539,0.6892,-0.06109999999999993,-8.1434,0.7503,2026-05-13,3.91,0.496,1.342,29363201,0.87796175,-0.68,Technology,Software - Application,"Upland Software, Inc., together with its subsidiaries, provides an AI-powered knowledge and content management software under the Upland brand name in the United States, the United Kingdom, Canada, and internationally. It offers knowledge management solutions to help organizations capture, organize, and distribute information to employees and customers; content lifecycle and workflow automation solutions that support document management, compliance, and processes in various industries; and tools for content capture, storage, retrieval, and automated processing, as well as secure digital faxing to replace traditional fax infrastructure. The company also provides project and portfolio management, customer reference management, and IT spending management solutions for resource planning, governance, and operational oversight in organizations; and professional services, such as implementation, data extraction, integration, and configuration, and training on its applications. It serves finan",NGM,Mr. Sean  Nathaniel,United States,,FALSE,FALSE,TRUE,https://uplandsoftware.com,,USD,760,Austin,TX,512 960 1010,900 South Capital of Texas Highway,0.0,2026-05-13T22:58:54
